"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"f436cf80-2d79-4e2f-87ab-d117235ca5b1","37.20.1_text.txt","beryls","char-offset:1577","","","","","","","","","gem&stone","","",""
"460388f0-9b60-40c6-a92c-ccf1984ff60c","37.20.1_text.txt","beryls","char-offset:2043","","","","","","","","","gem&stone","","",""
"98a889dd-f182-4f4e-9068-f632a3e53094","37.20.1_text.txt","smaragdi","char-offset:2076","","","","","","","","","gem&stone","","",""
"707a7704-183c-41be-81cf-79111109a508","37.20.1_text.txt","beryls","char-offset:2300","","","","","","","","","gem&stone","","",""
"66981378-ec48-4839-9bab-8ef85c18d729","37.54.4_text.txt","alabastritis","char-offset:1","","","","","","","","","gem&stone","","",""
"1a2ffaaf-1ca9-4272-8eef-d5f4264985d4","37.54.4_text.txt","alectoriae","char-offset:238","","","","","","","","","gem&stone","","",""
"41d87449-4518-42f7-8fee-64ba51fb19f7","37.54.4_text.txt","cock stones","char-offset:255","","","","","","","","","gem&stone","","",""
"1b7b2c1d-0056-4d29-b845-89ea5addbb76","37.54.4_text.txt","androdamas","char-offset:528","","","","","","","","","gem&stone","","",""
"3d7e7ab4-701f-45f1-9f57-0bbd60bcdff1","37.54.4_text.txt","man tamer","char-offset:545","","","","","","","","","gem&stone","","",""
"c63e2c16-020f-48e7-a8f8-c0bb19784bb6","37.54.4_text.txt","adamas","char-offset:584","","","","","","","","","gem&stone","","",""
"603b04cb-1d1b-4f07-a482-d087324dae71","37.54.4_text.txt","argyrodamas,","char-offset:764","","","","","","","","","gem&stone","","",""
"b187d53e-3631-4028-86ee-3688ad65a5ab","37.54.4_text.txt","silver tamer","char-offset:782","","","","","","","","","gem&stone","","",""
"912cc2d6-c565-4737-9252-5754693a2009","37.54.4_text.txt","antipathes","char-offset:872","","","","","","","","","gem&stone","","",""
"d3e5a232-f1cc-4957-a134-d270f8b31809","37.54.4_text.txt","arabian stone","char-offset:1279","","","","","","","","","gem&stone","","",""
"c88986ac-d4b2-4e7f-862f-9dad86139ac2","37.54.4_text.txt","aromatitis","char-offset:1467","","","","","","","","","gem&stone","","",""
"63b12994-3418-4b3c-8ede-96f14e9b772c","37.54.4_text.txt","aromatic stone,","char-offset:1484","","","","","","","","","gem&stone","","",""
"cc8e3572-2e59-47bc-9718-9cde16b3a834","37.54.4_text.txt","asbestos","char-offset:1657","","","","","","","","","gem&stone","","",""
"5cb1d76c-8e37-472b-8191-49d6da77873a","37.54.4_text.txt","aspisatis","char-offset:1737","","","","","","","","","gem&stone","","",""
"f7624359-76b3-4ce3-b0d6-ec56b518bace","37.54.4_text.txt","augitis","char-offset:2463","","","","","","","","","gem&stone","","",""
"5053c057-9db2-497b-a186-08dc78571bc2","37.54.4_text.txt","callaina","char-offset:2518","","","","","","","","","gem&stone","","",""
"2b07837b-7b16-4209-bfcf-2b3acce760e5","37.54.4_text.txt","amphidanes","char-offset:2530","","","","","","","","","gem&stone","","",""
"de90d31f-34e9-4574-9453-b94d8d29364a","37.54.4_text.txt","chrysocolla","char-offset:2575","","","","","","","","","gem&stone","","",""
"c687a6fb-c82d-4f09-8f2b-924e78ce2047","37.54.4_text.txt","aphrodisiac","char-offset:2892","","","","","","","","","gem&stone","","",""
"061124c4-cb20-41ab-8536-e935ac149fbb","37.54.4_text.txt","apsyetos","char-offset:2948","","","","","","","","","gem&stone","","",""
"09126207-75d9-4f1a-b327-3a05254be99f","37.54.4_text.txt","uncooled stone","char-offset:2963","","","","","","","","","gem&stone","","",""
"85a04950-fdd2-45a4-bd9f-8b69f6d3c32d","37.54.4_text.txt","egyptilla","char-offset:3144","","","","","","","","","gem&stone","","",""
"3f715bdc-15e2-440a-ba11-e1dba90d73b8","37.54.4_text.txt","little egyptian stone","char-offset:3160","","","","","","","","","gem&stone","","",""
"cd0ba5ec-690c-4438-a7f2-2fc07c942ecb","37.54.4_text.txt","carnelian","char-offset:3262","","","","","","","","","gem&stone","","",""
"74bc764a-46b6-46b0-bbb7-803f245342e5","37.77.1_text.txt","if we leave aside the fabulous marvels of india","char-offset:1529","","","","","","","","","comment on India","","",""
"acd6aac2-d9c6-4986-9a37-8a7bc2dbde04","9.54.1_text.txt","pearls","char-offset:84","","","","","","","","","gem&stone","","",""
"5fe3d293-6aa4-4e0c-baaa-1fd3330f86d3","9.54.1_text.txt","the most productive is ceylon","char-offset:395","","","","","","","","","luxury item origin","","",""
"3afa8f1f-40a0-4c99-b89b-19bff12fd4ae","9.54.1_text.txt","stoidis","char-offset:435","","","","","","","","","","an ancient place producing pearls, probably in India","",""
"6a8840d2-ffa1-4cc1-9e01-b3537c8a8bc3","9.54.1_text.txt","perimula","char-offset:518","PLACE","http://pleiades.stoa.org/places/50212","Perimula Pr.","-0030/0300","17.5","72.5","cape","VERIFIED","","","",""
"b0afb3bd-191a-4df0-8f91-3f3172e82828","12.14.2_text.txt","alexandrian mustard","char-offset:417","","","","","","","","","mistaken geo annotation","","",""
"1a71e624-69d7-423e-ac71-26720a087a47","12.14.2_text.txt","to think that its only pleasing quality is pungency and that we go all the way to india to get this! who was the first person who was willing to try it on his viands, or in his greed for an appetite was not content merely to be hungry?","char-offset:760","","","","","","","","","comment on exotic good","","",""
"1cdd4c64-b1fd-4a8d-a1c8-2d6d8a79ea46","12.18.1_text.txt","arian","char-offset:46","","","","","","","","","mistaken geo annotation","","",""
"1c8299cd-ce05-4cbd-9409-51bdeec3690d","12.35.2_text.txt","this is the only commodity imported from india that is of worse quality than that of other countries — indeed it is easily distinguished because it is so very inferior","char-offset:709","","","","","","","","","comment on exotic good","","",""
"dcdc63a7-007e-47b6-900a-9ad28d4e9049","12.59.1_text.txt","but the kind that comes from india is valued more highly","char-offset:199","","","","","","","","","comment on exotic good","","",""
"5b893c29-7e58-4d40-b640-bfd8ba4c2a8c","18.10.3_text.txt","a millet has been introduced into italy from india","char-offset:1449","","","","","","","","","comment on exotic good","","",""
"09ccb106-3ba5-4d13-ab69-9ed23a6a7508","18.22.1_text.txt","gingelly comes from india","char-offset:76","","","","","","","","","comment on exotic good","","",""
"7e83ea42-61cd-42af-b406-61b5d92fa28c","19.4.1_text.txt","pearls","char-offset:746","","","","","","","","","gem&stone","","",""
"2058d6e4-8f89-4be2-af5f-cf10264dcb92","24.1.2_text.txt","arabia and india are judged to be storehouses of remedies","char-offset:448","","","","","","","","","comment on exotic good","","",""
"e12e2d57-2a8b-4896-895f-d974047e5875","31.18.1_text.txt","there is in india standing water called silasp","char-offset:234","","","","","","","","","natural wonder in India","","",""
"b1cbfcc2-3cf0-48a8-a09b-c331dcbdf7df","32.53.1_text.txt","we do not know all the wild animals and flying creatures of india and ethiopia and syria","char-offset:585","","","","","","","","","comment on India","","",""
"118b581a-9ca5-4e36-b50b-4884dc3e269f","32.53.1_text.txt","add to this ceylon and various other islands of the ocean about which fabulous tales are told","char-offset:789","","","","","","","","","comment on India","","",""
"cc6729a0-a5d0-4022-8c56-9ca9d8838b91","33.2.1_text.txt","it was not enough to have discovered one bane to plague life, without setting value even on the corrupt humours of gold","char-offset:159","","","","","","","","","criticism about luxury trade","","",""
"25a33ae6-8e70-4e13-9e01-e6b9588cc888","33.2.1_text.txt","alas for the prodigality of our inventiveness! in how many ways have we raised the prices of objects! the art of painting has come in addition, and we have made gold and silver dearer by means of engraving! man has learnt to challenge nature in competition! the enticements of the vices have augmented even art: it has pleased us to engrave scenes of licence upon our goblets, and to drink through the midst of obscenities. afterwards these were flung aside and began to be held of no account, when there was an excess of gold and silver.","char-offset:414","","","","","","","","","criticism about luxury trade","","",""
"8166d753-a64b-4736-82fe-74b65e7ac241","33.2.1_text.txt","fluorspar","char-offset:994","","","","","","","","","gem&stone","","",""
"d4995fc9-ef6e-480e-8d6e-92cd4ea554ef","33.2.1_text.txt","crystal","char-offset:1008","","","","","","","","","gem&stone","","",""
"7ded4525-7a78-459e-bab7-9915419e5a2f","33.2.1_text.txt","emeralds","char-offset:1292","","","","","","","","","gem&stone","","",""
"bfe335de-0b8f-4072-8ff8-c2f088b7ef31","33.2.1_text.txt","we take delight in holding india for the purpose of tippling, and gold is now a mere accessory.","char-offset:1302","","","","","","","","","criticism about luxury trade","","",""
"5f158271-92d0-4e2a-be95-de5ea748560c","36.67.1_text.txt","obsian","char-offset:48","","","","","","","","","gem&stone","","",""
"d6c8194b-db9d-4474-9ce6-91fcc216e8d5","36.67.1_text.txt","obsidian","char-offset:395","","","","","","","","","gem&stone","","",""
"167d0b67-87ea-45e6-91cf-412d81b4ac0f","36.67.1_text.txt","obsidian","char-offset:569","","","","","","","","","gem&stone","","",""
"13930038-8790-455d-9cc4-73bc40064bea","36.67.1_text.txt","obsidian","char-offset:697","","","","","","","","","gem&stone","","",""
"be012eda-ca42-4ebd-ab01-064ca1bcdd6e","36.67.1_text.txt","xenocrates records that obsidian is found in india","char-offset:953","","","","","","","","","luxury item origin","","",""
"3efd1745-f346-4dce-8905-b13c67e9b9df","36.67.1_text.txt","obsidian","char-offset:977","","","","","","","","","gem&stone","","",""
"f08dd1c2-c03c-4e5d-b916-9c55964ff971","36.67.1_text.txt","fluorspar","char-offset:1402","","","","","","","","","gem&stone","","",""
"81f058cf-36a3-4aab-ad31-a1425838ec02","36.67.1_text.txt","blue sapphires","char-offset:1413","","","","","","","","","gem&stone","","",""
"68a8c31d-203b-49e8-b3ca-c7af2c1700f5","36.67.1_text.txt","lapis lazuli","char-offset:1431","","","","","","","","","gem&stone","","",""
"b02bdd61-ad7f-4219-bf88-86ff9c092fb9","36.67.1_text.txt","rock-crystal","char-offset:1683","","","","","","","","","gem&stone","","",""
"7999ec17-4140-4fbe-8d5b-4e4cdeece161","37.9.1_text.txt","rock-crystal","char-offset:66","","","","","","","","","gem&stone","","",""
"a6f7fb10-0237-48fe-8956-df12e119cc6e","37.9.1_text.txt","rock-crystal also comes to us from the east, for that of india is preferred to any other","char-offset:300","","","","","","","","","luxury item origin|comment on exotic good","","",""
"f111592b-3d58-4f9f-888b-e0cfe9a398d6","37.9.1_text.txt","rock-crystal","char-offset:300","","","","","","","","","gem&stone","","",""
"a79c621d-307d-4b1b-8c9f-e2f8fee99cde","37.9.1_text.txt","rock-crystal","char-offset:563","","","","","","","","","gem&stone","","",""
"f5d0d86e-3216-481f-9ef0-86f02642bdb4","37.9.1_text.txt","peridot","char-offset:785","","","","","","","","","gem&stone","","",""
"f8ef7572-1ee8-4b9b-88ac-aa051f847b2d","37.9.1_text.txt","rock-crystal","char-offset:944","","","","","","","","","gem&stone","","",""
"b2cc51a1-3e13-4409-804c-bf162d4babca","37.9.1_text.txt","rock-crystal","char-offset:1166","","","","","","","","","gem&stone","","",""
"1ce30039-f635-478e-bb9b-17f844bfb3d8","37.9.1_text.txt","rock-crystal","char-offset:1648","","","","","","","","","gem&stone","","",""
"017c44b9-8015-4ac7-8063-387288922228","37.28.1_text.txt","carbonculi","char-offset:33","","","","","","","","","gem&stone","","",""
"eca137cd-0d7f-4282-a60d-56b996b3f246","37.28.1_text.txt","sandastros","char-offset:53","","","","","","","","","gem&stone","","",""
"807537f1-e030-4328-b3d8-cb4a8f01c675","37.28.1_text.txt","garamantic","char-offset:94","","","","","","","","","gem&stone","","",""
"b52221ad-4976-493a-939c-b5ed2938ee32","37.28.1_text.txt","chrysolithus","char-offset:1186","","","","","","","","","gem&stone","","",""
"55105f2d-4020-468e-b1c9-fc11c973a653","37.28.1_text.txt","sandastros","char-offset:1253","","","","","","","","","gem&stone","","",""
"455e7e38-ebad-4a20-8390-5130bfd2a773","37.28.1_text.txt","sandrisites","char-offset:1349","","","","","","","","","gem&stone","","",""
"8ccb00a9-ad8b-44ee-aee7-4b2c84c7f24e","37.28.1_text.txt","sandaresus","char-offset:1532","","","","","","","","","gem&stone","","",""
"33f472b2-792e-4965-bfb6-6ebbe26101d7","37.28.1_text.txt","sandaserion","char-offset:1586","","","","","","","","","gem&stone","","",""
"257237ed-0d36-4ef2-b4f5-77bd1f341227","37.28.1_text.txt","sandaresos","char-offset:1611","","","","","","","","","gem&stone","","",""
"f9082af1-4264-4e0b-af50-c824f07b47cd","37.28.1_text.txt","sandastros","char-offset:1689","","","","","","","","","gem&stone","","",""
"b0692770-f769-47be-b6e0-3ac472451e31","37.37.1_text.txt","iaspis","char-offset:48","","","","","","","","","gem&stone","","",""
"76e0f2cd-91a0-410a-ade6-15b90ca586f1","37.37.1_text.txt","india produces a variety resembling 'smaragdus,'","char-offset:196","","","","","","","","","luxury item origin","","",""
"04d02aa2-8dc6-4fb1-af04-f339f7523dec","37.37.1_text.txt","smaragdus","char-offset:233","","","","","","","","","gem&stone","","",""
"54f5c212-52b3-4c02-887d-7314d5697db9","37.37.1_text.txt","aeizusa","char-offset:369","","","","","","","","","gem&stone","","",""
"06ead1fc-da74-416c-b74b-603ae57a5b66","37.37.1_text.txt","sky-blue","char-offset:383","","","","","","","","","gem&stone","","",""
"8db34308-3864-4914-9d2a-1ee983dabc0f","37.37.1_text.txt","smaragdus","char-offset:861","","","","","","","","","gem&stone","","",""
"4f5385b8-e09b-4b9e-bd01-388d9ba9be24","37.37.1_text.txt","boria","char-offset:996","","","","","","","","","gem&stone","","",""
"a7c12ae3-8342-4b19-98b8-45c629d30fa7","37.37.1_text.txt","north-wind iaspis","char-offset:1008","","","","","","","","","gem&stone","","",""
"295605f6-3cd1-4da8-b23d-92d47e2c764f","37.37.1_text.txt","aerizusa","char-offset:1130","","","","","","","","","gem&stone","","",""
"39470fe5-f537-41c2-ba8e-13645a69388a","37.37.1_text.txt","terebinthizusa","char-offset:1160","","","","","","","","","gem&stone","","",""
"c7f32548-8ba3-4522-9211-12c9aa117da2","37.37.1_text.txt","turpentine iaspis","char-offset:1181","","","","","","","","","gem&stone","","",""
"889ae6a6-260c-4283-96a5-49378e52aa1a","37.37.1_text.txt","sard","char-offset:1354","","","","","","","","","gem&stone","","",""
"6ad6551c-0275-444f-b9f3-05cc60a59b0e","37.37.1_text.txt","rock-crystal","char-offset:1507","","","","","","","","","gem&stone","","",""
"f8a03c41-18f9-4cf3-b032-5ae68691ef60","37.37.1_text.txt","sphragides","char-offset:2058","","","","","","","","","gem&stone","","",""
"ce09579e-4c49-4a33-8f7f-d1f94aba8ec7","37.37.1_text.txt","signets","char-offset:2075","","","","","","","","","gem&stone","","",""
"411bbbd9-7ce3-4b72-b356-1e125129c2a0","37.37.1_text.txt","iaspis","char-offset:2295","","","","","","","","","gem&stone","","",""
"77afd6d9-8c24-4486-ac35-c932a9f6e770","37.37.1_text.txt","smaragdus","char-offset:2320","","","","","","","","","gem&stone","","",""
"39aa1494-0f71-4a62-907d-03823fd581d8","37.37.1_text.txt","monogrammos","char-offset:2416","","","","","","","","","gem&stone","","",""
"79f0f1cf-4ffc-4b63-b67c-ada502a273f8","37.37.1_text.txt","single-lined","char-offset:2434","","","","","","","","","gem&stone","","",""
"d22dab5c-92f5-4665-8260-f424c5dd43fd","37.37.1_text.txt","polygrammos","char-offset:2495","","","","","","","","","gem&stone","","",""
"7846815b-5e7a-4a3d-a142-af32d38adb93","37.37.1_text.txt","many-lined","char-offset:2513","","","","","","","","","gem&stone","","",""
"d5475914-965d-4f1a-a110-eca691b6a86d","37.37.1_text.txt","in passing, it gives me pleasure to refute here, as elsewhere, the falsehoods of the magi, who tell us that this stone is helpful to public speakers","char-offset:2526","","","","","","","","","criticism about luxury trade","","",""
"125bbb55-4a24-45bf-9faa-965fd8ed7800","37.37.1_text.txt","iaspis","char-offset:2694","","","","","","","","","gem&stone","","",""
"4e0d4c38-c281-4836-ad0a-e4d3a296358b","37.37.1_text.txt","iasponyx","char-offset:2731","","","","","","","","","gem&stone","","",""
"1d09ee53-14d4-4094-859d-f4a3a8920600","37.37.1_text.txt","jasper onyx","char-offset:2746","","","","","","","","","gem&stone","","",""
"e51ac266-2ee4-4583-87d9-b346523bd6a2","37.37.1_text.txt","iaspis","char-offset:2889","","","","","","","","","gem&stone","","",""
"b964f518-d5dd-437b-bd91-df3f3e1888b3","37.37.1_text.txt","capnias","char-offset:2983","","","","","","","","","gem&stone","","",""
"2600b4c8-510d-4591-9b3b-bf0926c607ef","37.37.1_text.txt","smoky","char-offset:2997","","","","","","","","","gem&stone","","",""
"9bb2bb90-5e6c-43e8-be47-d023a9825a25","37.46.1_text.txt","paederos","char-offset:32","","","","","","","","","gem&stone","","",""
"8312f36a-89bd-445c-93c9-02f808a56e26","37.46.1_text.txt","favourite","char-offset:47","","","","","","","","","gem&stone","","",""
"2757518d-1da4-49d0-a464-c3e47757ae0e","37.46.1_text.txt","rock-crystal","char-offset:407","","","","","","","","","gem&stone","","",""
"7068c562-ceb3-47d8-981e-5d5c376cb6ed","37.46.1_text.txt","the most highly valued kind is found in india, where it is known as 'sangenon,'","char-offset:792","","","","","","","","","comment on exotic good","","",""
"d933a6fe-e76e-4008-8ac8-f35dc238b4e2","37.46.1_text.txt","sangenon","char-offset:861","","","","","","","","","gem&stone","","",""
"c79f5da9-e93a-4208-a93d-9df0a474bbd2","37.46.1_text.txt","tenites","char-offset:935","","","","","","","","","gem&stone","","",""
"5f78a6ec-ce7f-4f0a-adf7-65bbd1bfacba","37.46.1_text.txt","paederos","char-offset:1033","","","","","","","","","gem&stone","","",""
"be2ac13d-38e0-4d79-9ead-a13769ed2432","37.46.1_text.txt","paederos","char-offset:1213","","","","","","","","","gem&stone","","",""
"8b99f249-fbc4-4d47-8856-a2bb9481878c","8.51.1_text.txt","although india produces it in greater numbers.","char-offset:79","","","","","","","","","comparison with India","","",""
"4e792451-3ed1-4f4b-9b92-6ccc4c449bc3","36.66.1_text.txt","authorities state that in india glass is made also of broken rock-crystal and that for this reason no glass can compare with that of india.","char-offset:346","","","","","","","","","comment on exotic good","","",""
"705fb965-002a-458f-a8cd-0d3e98341d73","37.10.1_text.txt","rock-crystal","char-offset:20","","","","","","","","","gem&stone","","",""
"8acefe37-7aec-4e27-b9db-de96a1e979b6","37.10.1_text.txt","rock-crystal","char-offset:563","","","","","","","","","gem&stone","","",""
"efc87aae-c95e-47fb-9bb9-f4475ac128cf","37.10.1_text.txt","rock-crystal","char-offset:1365","","","","","","","","","gem&stone","","",""
"881228f8-2219-4078-a429-8b67d6819f74","37.10.1_text.txt","rock-crystal provides yet another instance of a crazy addiction, for not many years ago a respectable married woman, who was by no means rich, paid 150,000 sesterces for a single dipper.","char-offset:1365","","","","","","","","","criticism about luxury trade","","",""
"6f0afe1e-8d86-401b-b9f6-a11df644c14c","37.21.1_text.txt","beryls","char-offset:0","","","","","","","","","gem&stone","","",""
"ccf1c20f-7016-446c-83b6-e89608926a5a","37.21.1_text.txt","opals","char-offset:60","","","","","","","","","gem&stone","","",""
"96de245e-e82d-4965-878e-f5e5f2756cdd","37.21.1_text.txt","smaragdus","char-offset:110","","","","","","","","","gem&stone","","",""
"deb4a6ee-ca91-4afa-b316-e4e7f5cb08f5","37.21.1_text.txt","india, likewise, is the sole producer of these stones and combining, as they do, the brilliant qualities of the most valuable gems, they above all others description","char-offset:122","","","","","","","","","comment on exotic good","","",""
"c17d4818-9601-4b51-b0fc-3229632bd63d","37.21.1_text.txt","carbunculus","char-offset:332","","","","","","","","","gem&stone","","",""
"0abe70cc-278b-4c9e-b068-1f80cca11f53","37.21.1_text.txt","smaragdus","char-offset:413","","","","","","","","","gem&stone","","",""
"c0ec3692-be51-404b-b55e-62a8a20f6cd3","37.21.1_text.txt","but how amazing was antony's savagery and extravagant caprice in outlawing a man for the sake of a gemstone, and, equally, how extraordinary was the obstinacy of nonius in clinging to his 'doom,' when even wild creatures are believed to buy their safety by biting off the member which, as they know, endangers their lives, and leaving it behind for their pursuers!","char-offset:1237","","","","","","","","","criticism about luxury trade","","",""
"3d4f9ac1-23a3-49bb-9733-80cbad9941b4","37.29.1_text.txt","lychnis","char-offset:51","","","","","","","","","gem&stone","","",""
"6c812bf1-3d49-42c3-9342-7d9df6efacf0","37.29.1_text.txt","but occurs at its finest in india","char-offset:230","","","","","","","","","comment on exotic good","","",""
"788b5bac-eea2-4c9e-9cda-d5bf45645fef","37.29.1_text.txt","mild carbuncle","char-offset:266","","","","","","","","","gem&stone","","",""
"c090cb29-b1c4-41b0-824b-7ea48016871d","37.29.1_text.txt","lychnis","char-offset:316","","","","","","","","","gem&stone","","",""
"4f58f9fa-b406-412f-9d89-81fc824ee72d","37.29.1_text.txt","flower of jove","char-offset:371","","","","","","","","","gem&stone","","",""
"cbc4a075-158d-40da-b8e6-3861a32f3330","37.56.1_text.txt","cadmitis","char-offset:1","","","","","","","","","gem&stone","","",""
"8aa2326e-c091-469b-b398-cfbcdaa37f96","37.56.1_text.txt","ostracitis","char-offset:44","","","","","","","","","gem&stone","","",""
"39b19743-863b-47a5-95aa-8fd0cb8bcb36","37.56.1_text.txt","callais","char-offset:125","","","","","","","","","gem&stone","","",""
"675e017f-2fcf-4c17-8abc-eea89a2a63b3","37.56.1_text.txt","lapis lazuli","char-offset:148","","","","","","","","","gem&stone","","",""
"44cb0e2e-ca33-4447-8641-204b1e547fbe","37.56.1_text.txt","capnitis","char-offset:234","","","","","","","","","gem&stone","","",""
"6c5cf5e2-7f52-437c-aa57-ba3a98efb54f","37.56.1_text.txt","smoke stone","char-offset:249","","","","","","","","","gem&stone","","",""
"bccee34b-4a80-4c07-9c4a-6904769d1f87","37.56.1_text.txt","iaspis","char-offset:343","","","","","","","","","gem&stone","","",""
"a74239ed-8054-4c3c-a957-fd1ee6991919","37.56.1_text.txt","stone of cappadocia","char-offset:406","","","","","","","","","gem&stone","","",""
"87b820e3-5beb-432c-b16d-5a94f4f3e810","37.56.1_text.txt","callaica","char-offset:480","","","","","","","","","gem&stone","","",""
"fd3086a2-ba27-4922-b916-e71e75a3e85e","37.56.1_text.txt","callais","char-offset:548","","","","","","","","","gem&stone","","",""
"053a88f0-1380-4858-980f-3cb028652566","37.56.1_text.txt","catochitis","char-offset:641","","","","","","","","","gem&stone","","",""
"88242a95-23f3-4e01-ad00-2bd9800015ac","37.56.1_text.txt","clinging stone","char-offset:658","","","","","","","","","gem&stone","","",""
"97555ff2-e27d-4409-869b-0b341fb24608","37.56.1_text.txt","catoptritis","char-offset:853","","","","","","","","","gem&stone","","",""
"ef3f13fe-3133-4043-b772-dd2fc7e65c09","37.56.1_text.txt","mirror-stone","char-offset:871","","","","","","","","","gem&stone","","",""
"eb8c7968-c357-4b1f-8490-22dfaf0cad0f","37.56.1_text.txt","cepitis","char-offset:971","","","","","","","","","gem&stone","","",""
"c30963e0-6fc6-4b64-9986-7207632aaf94","37.56.1_text.txt","cepolatitis","char-offset:996","","","","","","","","","gem&stone","","",""
"cc72fd66-51fa-4fda-b58d-3d96306d9fb9","37.56.1_text.txt","ceramitis","char-offset:1074","","","","","","","","","gem&stone","","",""
"a662f431-eb5c-43e1-a4cc-78c05acf70f8","37.56.1_text.txt","pottery-stone","char-offset:1090","","","","","","","","","gem&stone","","",""
"3ab9d252-8b10-45be-8c10-881c7637a05e","37.56.1_text.txt","cinaedus stones","char-offset:1141","","","","","","","","","gem&stone","","",""
"ffd751f0-7b0b-49b7-8d45-f4fc2ea96016","37.56.1_text.txt","ceritis","char-offset:1375","","","","","","","","","gem&stone","","",""
"badbf084-4a49-4476-8387-af71bd3f25c1","37.56.1_text.txt","circos","char-offset:1404","","","","","","","","","gem&stone","","",""
"7dbaa832-c98d-4f6d-a72b-728baa9139a2","37.56.1_text.txt","corsoides","char-offset:1424","","","","","","","","","gem&stone","","",""
"1ed385f9-f7b1-46b4-9049-3d1c36e1f54d","37.56.1_text.txt","coralloachates","char-offset:1454","","","","","","","","","gem&stone","","",""
"05bf562b-2826-4454-bdf2-2d54c71a374a","37.56.1_text.txt","coral-agate","char-offset:1475","","","","","","","","","gem&stone","","",""
"2ac3b456-9645-44ca-ad5f-edec8e93040f","37.56.1_text.txt","corallis","char-offset:1542","","","","","","","","","gem&stone","","",""
"dfcc8760-9e29-49ba-9919-36c3578402fa","37.56.1_text.txt","erateritis","char-offset:1612","","","","","","","","","gem&stone","","",""
"9c643e80-b77b-4ccc-ba8f-8cae5c7c9571","37.56.1_text.txt","strong stone","char-offset:1629","","","","","","","","","gem&stone","","",""
"a8f29541-1520-4f57-a885-e98c0225d081","37.56.1_text.txt","crocallis","char-offset:1726","","","","","","","","","gem&stone","","",""
"6bb66853-5663-43af-897a-6b8cf4c76b24","37.56.1_text.txt","cyitis","char-offset:1801","","","","","","","","","gem&stone","","",""
"58ea0832-f466-4edc-84f8-c7e7073a112f","37.56.1_text.txt","pregnant stone","char-offset:1812","","","","","","","","","gem&stone","","",""
"0f14ac8f-20c9-4d8c-a82b-deb8e2eafaf8","37.56.1_text.txt","chalcophonos","char-offset:1999","","","","","","","","","gem&stone","","",""
"78b98c0c-9f53-42fa-b4db-f63a4f1de42f","37.56.1_text.txt","brazen-voiced stone","char-offset:2018","","","","","","","","","gem&stone","","",""
"87f5cc5d-b78d-48e9-b7cc-9587c1162deb","37.56.1_text.txt","chelidoniae","char-offset:2163","","","","","","","","","gem&stone","","",""
"fae75b51-d1b7-4d75-b24a-f2019a5de57c","37.56.1_text.txt","swallow-stones","char-offset:2181","","","","","","","","","gem&stone","","",""
"fb2ebdde-bbee-498d-8e0d-99a229af6977","37.56.1_text.txt","chelonia","char-offset:2355","","","","","","","","","gem&stone","","",""
"620bf67e-e41a-43d4-a176-fe6fa73cac73","37.56.1_text.txt","chelon","char-offset:2366","","","","","","","","","gem&stone","","",""
"513c06e0-933d-49ae-b319-2a5120971d7f","37.56.1_text.txt","tortoise-stone","char-offset:2375","","","","","","","","","gem&stone","","",""
"f270a804-c84c-4bc7-b968-13273c2a7243","37.56.1_text.txt","false allegations of the magi","char-offset:2448","","","","","","","","","criticism about luxury trade","","",""
"c9fc2608-ecbd-4ce7-9f92-5d599c09085d","37.56.1_text.txt","tortoise-stone","char-offset:2879","","","","","","","","","gem&stone","","",""
"617e5923-512f-49ee-9dd0-f52093bce8e3","37.56.1_text.txt","chloritis","char-offset:3187","","","","","","","","","gem&stone","","",""
"559611f8-00a5-4ba8-9ffc-43e935b3d89e","37.56.1_text.txt","greenstone","char-offset:3203","","","","","","","","","gem&stone","","",""
"d6ae69e6-7780-4bb4-a1be-8a178b952393","37.56.1_text.txt","choaspitis","char-offset:3454","","","","","","","","","gem&stone","","",""
"4d3ade92-266b-41e0-9303-2e8281b49284","37.56.1_text.txt","chrysolampis","char-offset:3561","","","","","","","","","gem&stone","","",""
"d0d8a4ab-c3b2-4ea7-a8ca-da2796475328","37.56.1_text.txt","golden gleam","char-offset:3580","","","","","","","","","gem&stone","","",""
"60b92003-3e37-44cc-886c-8a9c425e4475","37.56.1_text.txt","chrysopis","char-offset:3664","","","","","","","","","gem&stone","","",""
"dc1fb23a-7538-4831-bb4d-010a4f2eea84","37.56.1_text.txt","golden face","char-offset:3680","","","","","","","","","gem&stone","","",""
"3a6e32dd-9f7e-4904-8d60-e029a4ddcf9d","37.56.1_text.txt","cetionis","char-offset:3721","","","","","","","","","gem&stone","","",""
"91e862ca-adba-4856-bf38-b55d88844dfd","37.56.1_text.txt","rock-crystal","char-offset:3887","","","","","","","","","gem&stone","","",""
"4ed94721-f594-45d7-949e-57be40d8024e","37.56.1_text.txt","iaspis","char-offset:3918","","","","","","","","","gem&stone","","",""
"d9088c98-e48c-4f48-be5b-bd68427cb35c","37.63.1_text.txt","memnonia","char-offset:23","","","","","","","","","gem&stone","","",""
